stmt_app_name	stmt_id	stmt_raw_sql	stmt_calcite_sql	improve_calcite	improve_wetune	stmt_trace
calcite_test	12	SELECT t3.DEPTNO, t3.DEPTNO FROM (SELECT * FROM DEPT AS DEPT0 ORDER BY DEPT0.DEPTNO LIMIT 10000 OFFSET 1) AS t3	SELECT DEPTNO, CAST(DEPTNO AS DOUBLE PRECISION) FROM (SELECT DEPTNO, NAME FROM DEPT ORDER BY DEPTNO OFFSET 1 ROWS) AS T			
calcite_test	13	SELECT DEPT.DEPTNO, DEPT.DEPTNO FROM DEPT AS DEPT ORDER BY DEPT.DEPTNO LIMIT 10000 OFFSET 1	SELECT DEPTNO, CAST(DEPTNO AS VARCHAR(10)) FROM DEPT ORDER BY CAST(DEPTNO AS VARCHAR(10)) OFFSET 1 ROWS			
calcite_test	14	SELECT DEPT0.DEPTNO, DEPT0.DEPTNO FROM DEPT AS DEPT0 ORDER BY DEPT0.DEPTNO LIMIT 10000 OFFSET 1	SELECT DEPTNO, CAST(DEPTNO AS VARCHAR(10)) FROM DEPT ORDER BY CAST(DEPTNO AS VARCHAR(10)) OFFSET 1 ROWS			
calcite_test	15	SELECT * FROM EMP AS EMP WHERE EMP.DEPTNO = 7 AND EMP.EMPNO = 10 AND EMP.MGR IS NULL AND EMP.EMPNO = 10	SELECT * FROM EMP WHERE DEPTNO = 7 AND EMPNO = 10 AND MGR IS NULL	0.047190308570861816		
calcite_test	16	SELECT 10 AS EMPNO, EMP0.ENAME, EMP0.JOB, NULL AS MGR, EMP0.HIREDATE, EMP0.SAL, EMP0.COMM, 7 AS DEPTNO, EMP0.SLACKER FROM EMP AS EMP0 WHERE EMP0.DEPTNO = 7 AND EMP0.MGR IS NULL AND EMP0.EMPNO = 10				
calcite_test	17	SELECT * FROM EMP AS EMP WHERE EMP.EMPNO + 10 / 2 = 13	SELECT * FROM EMP WHERE EMPNO + 5 = 13	-0.030315041542053223		
calcite_test	18	SELECT * FROM EMP AS EMP0 WHERE EMP0.EMPNO + 5 = 13	SELECT * FROM EMP WHERE EMPNO + 5 = 13	-0.051934123039245605		
calcite_test	19	SELECT EMP.ENAME FROM EMP AS EMP, DEPT AS DEPT, EMP AS EMP0 WHERE EMP.DEPTNO = DEPT.DEPTNO AND DEPT.DEPTNO = EMP0.DEPTNO	SELECT T.ENAME FROM (SELECT ENAME, DEPTNO FROM EMP) AS T INNER JOIN (SELECT DEPTNO FROM DEPT) AS T0 ON T.DEPTNO = T0.DEPTNO INNER JOIN (SELECT DEPTNO FROM EMP) AS T1 ON T0.DEPTNO = T1.DEPTNO	-0.013541936874389648	0.4683542847633362	
calcite_test	20	SELECT EMP1.ENAME FROM EMP AS EMP1 INNER JOIN DEPT AS DEPT0 ON EMP1.DEPTNO = DEPT0.DEPTNO INNER JOIN DEPT AS DEPT1 INNER JOIN EMP AS EMP2 ON DEPT1.DEPTNO = EMP2.DEPTNO ON EMP1.DEPTNO = DEPT1.DEPTNO INNER JOIN EMP AS EMP3 ON DEPT0.DEPTNO = EMP3.DEPTNO	SELECT T.ENAME FROM (SELECT ENAME, DEPTNO FROM EMP) AS T INNER JOIN (SELECT DEPTNO FROM DEPT) AS T0 ON T.DEPTNO = T0.DEPTNO INNER JOIN (SELECT DEPTNO FROM DEPT) AS T1 ON T.DEPTNO = T1.DEPTNO INNER JOIN (SELECT DEPTNO FROM EMP) AS T2 ON T1.DEPTNO = T2.DEPTNO INNER JOIN (SELECT DEPTNO FROM EMP) AS T3 ON T0.DEPTNO = T3.DEPTNO	-0.03959000110626221	0.474406898021698	
calcite_test	21	SELECT t.ENAME, COUNT(t.MGR) FROM (SELECT * FROM EMP AS EMP UNION ALL SELECT * FROM EMP AS EMP0) AS t GROUP BY t.ENAME	SELECT ENAME, COUNT(MGR) FROM (SELECT ENAME, MGR FROM EMP UNION ALL SELECT ENAME, MGR FROM EMP) AS T1 GROUP BY ENAME	-0.04345273971557617		
calcite_test	22	SELECT t6.ENAME, SUM(sum1) FROM (SELECT EMP1.ENAME, COUNT(EMP1.MGR) as sum1 FROM EMP AS EMP1 GROUP BY EMP1.ENAME UNION ALL SELECT EMP2.ENAME, COUNT(EMP2.MGR) FROM EMP AS EMP2 GROUP BY EMP2.ENAME) AS t6 GROUP BY t6.ENAME	SELECT ENAME, COALESCE(SUM(SUM1), 0) FROM (SELECT ENAME, COUNT(MGR) AS SUM1 FROM EMP GROUP BY ENAME UNION ALL SELECT ENAME, COUNT(MGR) AS EXPR$1 FROM EMP GROUP BY ENAME) AS T1 GROUP BY ENAME	0.156402587890625		
calcite_test	23	SELECT COUNT(*), SUM(t.EMPNO) FROM (VALUES) AS t	SELECT COUNT(*), SUM(T.EMPNO) FROM EMP AS T WHERE FALSE			
calcite_test	24	SELECT * FROM (VALUES (0, NULL)) AS t1	SELECT * FROM (VALUES (0, NULL)) AS T1			
calcite_test	25	SELECT 4, 2 + 3, MAX(5) FROM EMP AS EMP GROUP BY 4, 2 + 3				
calcite_test	26	SELECT 4, 2 + 3, MAX(5) FROM EMP AS EMP0 GROUP BY 4				
calcite_test	27	SELECT t0.EXPR$0 + t0.EXPR$1 AS X, t0.EXPR$1 AS B, t0.EXPR$0 AS A FROM (VALUES (10, 1), (30, 7), (20, 3)) AS t WHERE t.EXPR$0 - t.EXPR$1 < 21	SELECT T.X + T.Y AS X, T.Y AS B, T.X AS A FROM (VALUES (10, 1), (30, 7), (20, 3)) AS T(X, Y) WHERE T.X - T.Y < 21			
calcite_test	28	SELECT * FROM (VALUES (11, 1, 10), (23, 3, 20)) AS t2	SELECT * FROM (VALUES (11, 1, 10), (23, 3, 20)) AS T2			
calcite_test	29	SELECT * FROM (SELECT * FROM EMP AS EMP WHERE EMP.DEPTNO = 10 EXCEPT SELECT * FROM EMP AS EMP0 WHERE EMP0.DEPTNO = 20) AS t1 EXCEPT SELECT * FROM EMP AS EMP1 WHERE EMP1.DEPTNO = 30	SELECT * FROM EMP WHERE DEPTNO = 10 EXCEPT SELECT * FROM EMP WHERE DEPTNO = 20 EXCEPT SELECT * FROM EMP WHERE DEPTNO = 30	-0.1817917823791504		
calcite_test	30	SELECT * FROM EMP AS EMP2 WHERE EMP2.DEPTNO = 10 EXCEPT SELECT * FROM EMP AS EMP3 WHERE EMP3.DEPTNO = 20 EXCEPT SELECT * FROM EMP AS EMP4 WHERE EMP4.DEPTNO = 30	SELECT * FROM EMP WHERE DEPTNO = 10 EXCEPT SELECT * FROM EMP WHERE DEPTNO = 20 EXCEPT SELECT * FROM EMP WHERE DEPTNO = 30	-0.09755825996398926		
calcite_test	31	SELECT * FROM EMP AS EMP WHERE EXISTS (SELECT * FROM EMP AS EMP0 WHERE EMP.DEPTNO = EMP0.DEPTNO) AND NOT EXISTS (SELECT * FROM EMP AS EMP1 WHERE EMP1.JOB = EMP.JOB AND EMP1.SAL = 34)	SELECT EMP.EMPNO, EMP.ENAME, EMP.JOB, EMP.MGR, EMP.SAL, EMP.COMM, EMP.DEPTNO, EMP.HIREDATE, EMP.SLACKER FROM EMP INNER JOIN (SELECT DEPTNO FROM EMP WHERE DEPTNO IS NOT NULL GROUP BY DEPTNO) AS T0 ON EMP.DEPTNO = T0.DEPTNO LEFT JOIN (SELECT JOB, TRUE AS $F1 FROM EMP WHERE SAL = 34 AND JOB IS NOT NULL GROUP BY JOB) AS T3 ON EMP.JOB = T3.JOB WHERE T3.$F1 IS NULL		0.6336692571640015	
calcite_test	32	SELECT EMP2.EMPNO, EMP2.ENAME, EMP2.JOB, EMP2.MGR, EMP2.HIREDATE, EMP2.SAL, EMP2.COMM, EMP2.DEPTNO, EMP2.SLACKER FROM EMP AS EMP2 INNER JOIN (SELECT EMP3.DEPTNO, 1 AS $f1 FROM EMP AS EMP3 GROUP BY EMP3.DEPTNO) AS t5 ON EMP2.DEPTNO = t5.DEPTNO LEFT JOIN (SELECT EMP4.JOB, 1 AS $f1 FROM EMP AS EMP4 WHERE EMP4.SAL = 34 GROUP BY EMP4.JOB) AS t10 ON EMP2.JOB = t10.JOB WHERE t10.$f1 IS NULL	SELECT EMP.EMPNO, EMP.ENAME, EMP.JOB, EMP.MGR, EMP.HIREDATE, EMP.SAL, EMP.COMM, EMP.DEPTNO, EMP.SLACKER FROM EMP INNER JOIN (SELECT DEPTNO FROM EMP GROUP BY DEPTNO) AS T ON EMP.DEPTNO = T.DEPTNO LEFT JOIN (SELECT JOB, TRUE AS F1 FROM EMP WHERE SAL = 34 GROUP BY JOB) AS T2 ON EMP.JOB = T2.JOB WHERE T2.F1 IS NULL		0.2796434164047241	
calcite_test	33	SELECT * FROM (SELECT * FROM (VALUES (30, 3)) AS t WHERE t.EXPR$0 > 30 EXCEPT SELECT * FROM (VALUES (20, 2)) AS t1) AS t2 EXCEPT SELECT * FROM (VALUES (40, 4)) AS t3	SELECT * FROM (SELECT * FROM (VALUES (30, 3)) AS T(X, Y) WHERE T.X > 30 EXCEPT SELECT * FROM (VALUES (20, 2)) AS T1(X, Y)) AS T2 EXCEPT SELECT * FROM (VALUES (40, 4)) AS T3(X, Y)			
calcite_test	34	SELECT * FROM (VALUES) AS t5	SELECT * FROM (VALUES (NULL, NULL)) AS T5(X, Y) WHERE 1 = 0			
calcite_test	35	SELECT t.EXPR$0 + t.EXPR$1 FROM (VALUES (10, 1), (20, 3)) AS t	SELECT T.X + T.Y FROM (VALUES (10, 1), (20, 3)) AS T(X, Y)			
calcite_test	36	SELECT * FROM (VALUES (11), (23)) AS t1	SELECT * FROM (VALUES (11), (23)) AS T1			
calcite_test	37	SELECT COUNT(*) AS C FROM EMP AS EMP WHERE EMP.DEPTNO = 10 GROUP BY EMP.DEPTNO, EMP.SAL	SELECT COUNT(*) AS C FROM EMP WHERE DEPTNO = 10 GROUP BY SAL, DEPTNO	0.02296304702758789		
calcite_test	38	SELECT COUNT(*) AS C FROM EMP AS EMP0 WHERE EMP0.DEPTNO = 10 GROUP BY EMP0.SAL	SELECT COUNT(*) AS C FROM EMP WHERE DEPTNO = 10 GROUP BY SAL	0.06087958812713623		
calcite_test	39	SELECT EMP.EMPNO FROM EMP AS EMP WHERE EXISTS (SELECT * FROM EMP AS EMP0 WHERE EMP0.EMPNO < 20) AND EMP.SAL < 100	SELECT EMPNO, SAL FROM EMP WHERE SAL < 100	0.19011962413787842		
calcite_test	40	SELECT EMP1.EMPNO FROM EMP AS EMP1, (SELECT 1 AS i FROM EMP AS EMP2 WHERE EMP2.EMPNO < 20 GROUP BY TRUE) AS t4 WHERE EMP1.SAL < 100	SELECT EMPNO, SAL FROM EMP WHERE SAL < 100			
calcite_test	41	SELECT * FROM (VALUES (10, 'x'), (20, 'y')) AS t WHERE t.EXPR$0 < 15	SELECT * FROM (VALUES (10, 'X'), (20, 'Y')) AS T(X, Y) WHERE T.X < 15			
calcite_test	42	SELECT * FROM (VALUES (10, 'x')) AS t1	SELECT * FROM (VALUES (10, 'X')) AS T1(X, Y)			
calcite_test	43	SELECT DEPT.DEPTNO FROM DEPT AS DEPT WHERE DEPT.DEPTNO = 7 AND DEPT.DEPTNO = 8	SELECT DEPT.DEPTNO FROM DEPT AS DEPT WHERE DEPT.DEPTNO = 7 AND DEPT.DEPTNO = 8	-0.027529597282409668		
calcite_test	44	SELECT t1.DEPTNO FROM (VALUES) AS t1	SELECT T.DEPTNO FROM (VALUES (NULL, NULL)) AS T (DEPTNO, NAME) WHERE 1 = 0			
calcite_test	45	SELECT EMP.DEPTNO AS X, SUM(EMP.SAL), EMP.EMPNO AS Y FROM EMP AS EMP GROUP BY EMP.DEPTNO, EMP.EMPNO	SELECT DEPTNO AS X, SUM(SAL), EMPNO AS Y FROM EMP GROUP BY EMPNO, DEPTNO	0.029773354530334473		
calcite_test	46	SELECT EMP0.DEPTNO AS X, SUM(EMP0.SAL), EMP0.EMPNO AS Y FROM EMP AS EMP0 GROUP BY EMP0.EMPNO, EMP0.DEPTNO	SELECT DEPTNO AS X, SUM(SAL), EMPNO AS Y FROM EMP GROUP BY EMPNO, DEPTNO	0.06645476818084717		
calcite_test	47	SELECT EMP.ENAME FROM EMP AS EMP, DEPT AS DEPT WHERE EMP.DEPTNO = DEPT.DEPTNO	SELECT T.ENAME FROM (SELECT ENAME, DEPTNO FROM EMP) AS T INNER JOIN (SELECT DEPTNO FROM DEPT) AS T0 ON T.DEPTNO = T0.DEPTNO	-0.013583064079284668	0.8795614242553711	
calcite_test	48	SELECT EMP0.ENAME FROM EMP AS EMP0 INNER JOIN DEPT AS DEPT0 ON EMP0.DEPTNO = DEPT0.DEPTNO	SELECT T.ENAME FROM (SELECT ENAME, DEPTNO FROM EMP) AS T INNER JOIN (SELECT DEPTNO FROM DEPT) AS T0 ON T.DEPTNO = T0.DEPTNO	0.17865681648254395	0.8850568532943726	
calcite_test	49	SELECT 2, EMP.DEPTNO, EMP.JOB FROM EMP AS EMP UNION ALL SELECT 2, EMP0.DEPTNO, EMP0.JOB FROM EMP AS EMP0	SELECT 2, DEPTNO, JOB FROM EMP UNION ALL SELECT 2, DEPTNO, JOB FROM EMP	-0.027213215827941895		
calcite_test	50	SELECT 2, t6.DEPTNO, t6.JOB FROM (SELECT EMP1.DEPTNO, EMP1.JOB FROM EMP AS EMP1 UNION ALL SELECT EMP2.DEPTNO, EMP2.JOB FROM EMP AS EMP2) AS t6	SELECT 2, DEPTNO, JOB FROM (SELECT DEPTNO, JOB FROM EMP UNION ALL SELECT DEPTNO, JOB FROM EMP) AS T1	-0.08149945735931396		
calcite_test	51	SELECT * FROM EMP AS EMP WHERE EMP.EMPNO NOT IN (SELECT t0.EMPNO FROM (SELECT EMP0.ENAME, EMP0.EMPNO, EMP0.SAL AS R FROM EMP AS EMP0) AS t WHERE t.R > 2 AND EMP.ENAME = t.ENAME)	SELECT EMP.EMPNO, EMP.ENAME, EMP.JOB, EMP.MGR, EMP.SAL, EMP.COMM, EMP.DEPTNO, EMP.HIREDATE, EMP.SLACKER FROM EMP LEFT JOIN (SELECT COUNT(*) AS C, COUNT(*) AS CK, ENAME FROM EMP WHERE SAL > 2 AND ENAME IS NOT NULL GROUP BY ENAME) AS T1 ON EMP.ENAME = T1.ENAME LEFT JOIN (SELECT EMPNO, ENAME, TRUE AS $F2 FROM EMP WHERE SAL > 2 AND ENAME IS NOT NULL GROUP BY EMPNO, ENAME) AS T4 ON EMP.EMPNO = T4.EMPNO AND EMP.ENAME = T4.ENAME WHERE T1.C = 0 OR (T4.$F2 IS NOT NULL OR T1.CK < T1.C) IS NOT TRUE			
calcite_test	52	SELECT EMP1.EMPNO, EMP1.ENAME, EMP1.JOB, EMP1.MGR, EMP1.HIREDATE, EMP1.SAL, EMP1.COMM, EMP1.DEPTNO, EMP1.SLACKER FROM EMP AS EMP1 LEFT JOIN (SELECT t3.ENAME, COUNT(*) AS c, COUNT(t3.EMPNO) AS ck FROM (SELECT EMP2.ENAME, EMP2.EMPNO, EMP2.SAL AS R FROM EMP AS EMP2) AS t3 WHERE t3.R > 2 GROUP BY t3.ENAME) AS t7 ON EMP1.ENAME = t7.ENAME LEFT JOIN (SELECT t8.EMPNO, 1 AS i, t8.ENAME FROM (SELECT EMP3.ENAME, EMP3.EMPNO, EMP3.SAL AS R FROM EMP AS EMP3) AS t8 WHERE t8.R > 2) AS t11 ON EMP1.EMPNO = t11.EMPNO AND EMP1.ENAME = t11.ENAME SELECT `EMP1`.`empno` AS `EMPNO`, `EMP1`.`ename` AS `ENAME`, `EMP1`.`job` AS `JOB`, `EMP1`.`mgr` AS `MGR`, `EMP1`.`hiredate` AS `HIREDATE`, `EMP1`.`sal` AS `SAL`, `EMP1`.`comm` AS `COMM`, `EMP1`.`deptno` AS `DEPTNO`, `EMP1`.`slacker` AS `SLACKER` FROM `emp` AS `EMP1` INNER JOIN (SELECT `EMP2`.`ename` AS `ENAME`, COUNT(*) AS `c`, COUNT(`EMP2`.`empno`) AS `ck` FROM `emp` AS `EMP2` WHERE `EMP2`.`sal` > 2 GROUP BY `EMP2`.`ename`) AS `t7` ON `EMP1`.`ename` = `t7`.`ENAME` LEFT JOIN (SELECT `t8`.`EMPNO` AS `EMPNO`, 1 AS `i`, `t8`.`ENAME` AS `ENAME` FROM (SELECT `EMP3`.`ename` AS `ENAME`, `EMP3`.`empno` AS `EMPNO`, `EMP3`.`sal` AS `R` FROM `emp` AS `EMP3`) AS `t8` WHERE `t8`.`R` > 2) AS `t11` ON `EMP1`.`empno` = `t11`.`EMPNO` AND `EMP1`.`ename` = `t11`.`ENAME` WHERE `t7`.`c` = 0 OR `t11`.`i` IS NULL OR `t7`.`ck` >= `t7`.`c`	SELECT EMP.EMPNO, EMP.ENAME, EMP.JOB, EMP.MGR, EMP.HIREDATE, EMP.SAL, EMP.COMM, EMP.DEPTNO, EMP.SLACKER FROM EMP LEFT JOIN (SELECT ENAME, COUNT(*) AS C, COUNT(*) AS CK FROM EMP WHERE SAL > 2 GROUP BY ENAME) AS T1 ON EMP.ENAME = T1.ENAME LEFT JOIN (SELECT EMPNO, 1 AS I, ENAME FROM EMP WHERE SAL > 2) AS T3 ON EMP.EMPNO = T3.EMPNO AND EMP.ENAME = T3.ENAME WHERE T1.C = 0 OR T3.I IS NULL OR T1.CK >= T1.C			
calcite_test	53	SELECT * FROM (SELECT CASE WHEN EMP.SAL > 1000 THEN NULL ELSE FALSE END AS CASECOL FROM EMP AS EMP) AS t WHERE NOT t.CASECOL	SELECT SAL > 1000 IS TRUE AND NULL AS CASECOL FROM EMP WHERE SAL > 1000 IS NOT TRUE			
calcite_test	54	SELECT * FROM (SELECT CASE WHEN EMP0.SAL > 1000 THEN NULL ELSE FALSE END AS CASECOL FROM EMP AS EMP0) AS t1 WHERE NOT t1.CASECOL	SELECT SAL > 1000 IS TRUE AND NULL AS CASECOL FROM EMP WHERE SAL > 1000 IS NOT TRUE			
calcite_test	55	SELECT EMP.SAL, SUM(EMP.COMM), MIN(EMP.COMM), SUM(DISTINCT EMP.SAL) FROM EMP AS EMP GROUP BY EMP.SAL	SELECT SAL, SUM(COMM), MIN(COMM), SUM(DISTINCT SAL) FROM EMP GROUP BY SAL	0.038152337074279785		
calcite_test	56	SELECT t2.SAL, SUM(t2.sum1), MIN(t2.min1), SUM(t2.SAL) FROM (SELECT EMP0.SAL, SUM(EMP0.COMM) as sum1, MIN(EMP0.COMM) as min1 FROM EMP AS EMP0 GROUP BY EMP0.SAL) AS t2 GROUP BY t2.SAL	SELECT SAL, SUM(COMM) AS SUM1, MIN(COMM) AS MIN1, SAL AS SAL0 FROM EMP GROUP BY SAL	-0.009805917739868164		
calcite_test	57	SELECT EMP.SAL FROM EMP AS EMP WHERE EMP.EMPNO NOT IN (SELECT DEPT.DEPTNO FROM DEPT AS DEPT WHERE EMP.JOB = DEPT.NAME)	SELECT T.SAL FROM (SELECT EMPNO, JOB, SAL FROM EMP) AS T LEFT JOIN (SELECT COUNT(*) AS C, COUNT(*) AS CK, NAME FROM DEPT WHERE NAME IS NOT NULL GROUP BY NAME) AS T2 ON T.JOB = T2.NAME LEFT JOIN (SELECT DEPTNO, NAME, TRUE AS $F2 FROM DEPT WHERE NAME IS NOT NULL GROUP BY DEPTNO, NAME) AS T5 ON T.EMPNO = T5.DEPTNO AND T.JOB = T5.NAME WHERE T2.C = 0 OR (T5.$F2 IS NOT NULL OR T2.CK < T2.C) IS NOT TRUE			
calcite_test	58	SELECT EMP0.SAL FROM EMP AS EMP0 LEFT JOIN (SELECT DEPT0.NAME, COUNT(*) AS c, COUNT(DEPT0.DEPTNO) AS ck FROM DEPT AS DEPT0 GROUP BY DEPT0.NAME) AS t4 ON EMP0.JOB = t4.NAME LEFT JOIN (SELECT DEPT1.DEPTNO, 1 AS i, DEPT1.NAME FROM DEPT AS DEPT1) AS t5 ON EMP0.EMPNO = t5.DEPTNO AND EMP0.JOB = t5.NAME WHERE NOT CASE WHEN t4.c = 0 THEN FALSE WHEN t5.i IS NOT NULL THEN TRUE WHEN t4.ck < t4.c THEN TRUE ELSE FALSE END	SELECT T.SAL FROM (SELECT EMPNO, JOB, SAL FROM EMP) AS T LEFT JOIN (SELECT NAME, COUNT(*) AS C, COUNT(*) AS CK FROM DEPT GROUP BY NAME) AS T1 ON T.JOB = T1.NAME LEFT JOIN (SELECT DEPTNO, TRUE AS I, NAME FROM DEPT) AS T2 ON T.EMPNO = T2.DEPTNO AND T.JOB = T2.NAME WHERE T1.C = 0 OR (T2.I IS NOT NULL OR T1.CK < T1.C) IS NOT TRUE			
calcite_test	59	SELECT * FROM (SELECT t2.NAME, t2.DEPTNO FROM (SELECT DEPT.NAME, DEPT.DEPTNO, COUNT(*) FROM DEPT AS DEPT GROUP BY DEPT.NAME, DEPT.DEPTNO EXCEPT ALL SELECT DEPT0.NAME, DEPT0.DEPTNO, 1 FROM DEPT AS DEPT0) AS t2 EXCEPT ALL SELECT t7.NAME, t7.DEPTNO FROM (SELECT DEPT1.NAME, DEPT1.DEPTNO, 1 FROM DEPT AS DEPT1 EXCEPT ALL SELECT DEPT2.NAME, DEPT2.DEPTNO, COUNT(*) FROM DEPT AS DEPT2 GROUP BY DEPT2.NAME, DEPT2.DEPTNO) AS t7) AS t9 EXCEPT ALL SELECT DEPT3.NAME, DEPT3.DEPTNO FROM DEPT AS DEPT3	SELECT NAME, DEPTNO, COUNT(*) FROM DEPT GROUP BY DEPTNO, NAME			
